"ath1_probe";"probe_target_number";"FC_35LFY_Ler_GSE911";"pfp_35LFY_Ler_GSE911";"P.value_35LFY_Ler_GSE911";"FC_DexCyclo_Cyclo_GSE911";"pfp_FC_DexCyclo_Cyclo_GSE911";"P.value_FC_DexCyclo_Cyclo_GSE911";"FC_DEX_MOCK_GSE911";"pfp_DEX_MOCK_GSE911";"P.value_DEX_MOCK_GSE911";"FC_LFYGR_WT_GSE28062";"pfp_LFYGR_WT_GSE28062";"P.value_LFYGR_WT_GSE28062";"Locus.Identifier";"Annotation"
"264696_at";19796;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.676;"0.0533";"0.0026";"AT1G70230";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G01430.1); similar to Os09g0375300 [Oryza sativa (japonica cultivar-group)] (GB:NP_001063036.1); similar to Os06g0235200 [Oryza sativa (japonica cultivar-group)] (GB:NP_001057240.1); similar to leaf senescence protein-like [Oryza sativa (japonica cultivar-group)] (GB:BAD26032.1); contains InterPro domain Protein of unknown function DUF231, plant (InterPro:IPR004253)"
"264697_at";19797;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5916;"0.0178";"0,0006";"AT1G70210";"CYCD1;1 (CYCLIN D1;1); cyclin-dependent protein kinase regulator"
"264701_at";19801;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5743;"0.0141";"0,0004";"AT1G70160";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G54870.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G27020.1); similar to unknown [Picea sitchensis] (GB:ABK24649.1); similar to hypothetical protein OsI_030218 [Oryza sativa (indica cultivar-group)] (GB:EAZ08986.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO40967.1)"
"264704_at";19804;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.325;"0.0852";"0.003";"AT1G70090";"GATL9/LGT8 (Galacturonosyltransferase-like 9); polygalacturonate 4-alpha-galacturonosyltransferase/ transferase, transferring glycosyl groups / transferase, transferring hexosyl groups"
"264721_at";19821;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5796;"0.0162";"0,0005";"AT1G23000";"heavy-metal-associated domain-containing protein"
"264726_at";19826;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3586;"0.0927";"0.0034";"AT1G22985";"AP2 domain-containing transcription factor, putative"
"264729_at";19829;2.3384;"0.0603";"0,0003";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G22990";"heavy-metal-associated domain-containing protein / copper chaperone (CCH)-related"
"264751_at";19851;4.6026;"0.01";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G23020";"ATFRO3/FRO3 (FERRIC REDUCTION OXIDASE 3); ferric-chelate reductase"
"264757_at";19857;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.594;"0.0217";"0,0008";"AT1G61360";"S-locus lectin protein kinase family protein"
"264767_at";19867;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6425;"0.0309";"0.0012";"AT1G61380";"S-locus protein kinase, putative"
"264772_at";19872;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7662;"0.0024";"0";"AT1G22930";"T-complex protein 11"
"264774_at";19874;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3576;"0.0755";"0.0024";"AT1G22890";"unknown protein"
"264777_at";19877;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5951;"0.0184";"0,0006";"AT1G08630";"THA1 (THREONINE ALDOLASE 1); aldehyde-lyase/ threonine aldolase"
"264790_at";19890;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6538;"0.0389";"0.0017";"AT2G17820";"ATHK1 (HISTIDINE KINASE 1)"
"264824_at";19924;0.4019;"0.0454";"0,0002";NA;NA;NA;NA;NA;NA;2.3872;"0,0001";"0";"AT1G03420";"transposable element gene"
"264832_at";19932;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6672;"0.0478";"0.0022";"AT1G03660";"similar to ankyrin repeat family protein [Arabidopsis thaliana] (TAIR:AT1G03670.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO23951.1); contains domain ANK REPEAT-CONTAINING (PTHR18958:SF80); contains domain ANKYRIN REPEAT-CONTAINING (PTHR18958)"
"264866_at";19966;NA;NA;NA;NA;NA;NA;7.983;0.003;"0";NA;NA;NA;"AT1G24140";"matrixin family protein"
"264868_at";19968;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5742;"0.0172";"0,0002";"AT1G24090";"RNase H domain-containing protein"
"264870_at";19970;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4292;"0.05";"0.0013";"AT1G24210";"paired amphipathic helix repeat-containing protein"
"264887_at";19987;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5245;"0.019";"0,0003";"AT1G23120";"major latex protein-related / MLP-related"
"264894_at";19994;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5552;"0.0124";"0,0003";"AT1G23040";"hydroxyproline-rich glycoprotein family protein"
"264899_at";19999;0.4946;"0.094";"0,0007";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G23130";"Bet v I allergen family protein"
"264902_at";20002;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.2309;"0";"0";"AT1G23060";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G70950.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO42267.1)"
"264907_at";20007;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5862;"0.0222";"0,0008";"AT2G17280";"phosphoglycerate/bisphosphoglycerate mutase family protein"
"264923_s_at";20023;0.3287;"0.0218";"0";NA;NA;NA;NA;NA;NA;0.4522;"0.0047";"0,0001";"AT1G65970;AT1G60740";"[AT1G65970, TPX2 (THIOREDOXIN-DEPENDENT PEROXIDASE 2); antioxidant];[AT1G60740, peroxiredoxin type 2, putative]"
"264930_at";20030;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6193;"0.0234";"0,0008";"AT1G60800";"NIK3 (NSP-INTERACTING KINASE 3); kinase"
"264945_at";20045;0.4924;"0.0964";"0,0008";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G77080";"MAF1 (MADS AFFECTING FLOWERING 1); transcription factor"
"264947_at";20047;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6614;"0.0383";"0.0016";"AT1G77020";"DNAJ heat shock N-terminal domain-containing protein"
"264954_at";20054;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5253;"0.017";"0,0002";"AT1G77060";"mutase family protein"
"264957_at";20057;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4138;"0.0459";"0.0011";"AT1G77000";"ATSKP2;2/SKP2B (ARABIDOPSIS HOMOLOG OF HOMOLOG OF HUMAN SKP2 2); ubiquitin-protein ligase"
"264960_at";20060;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5551;"0.013";"0,0004";"AT1G76930";"ATEXT4 (EXTENSIN 4)"
"264962_at";20062;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5001;"0.0068";"0,0002";"AT1G77110";"PIN6 (PIN-FORMED 6); auxin:hydrogen symporter/ transporter"
"264987_at";20087;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5102;"0.019";"0,0003";"AT1G27030";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G27020.1); similar to unknown protein [Oryza sativa (japonica cultivar-group)] (GB:AAN05517.1); similar to Os10g0463800 [Oryza sativa (japonica cultivar-group)] (GB:NP_001064789.1)"
"264991_s_at";20091;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7425;"0.0973";"0.0055";"AT1G67400;AT3G43400";"[AT1G67400, similar to phagocytosis and cell motility protein ELMO1-related [Arabidopsis thaliana] (TAIR:AT3G43400.1); similar to phagocytosis and cell motility protein ELMO1, putative, expressed [Oryza sativa (japonica cultivar-group)] (GB:ABA93689.2); contains InterPro domain Engulfment and cell motility, ELM; (InterPro:IPR006816)];[AT3G43400, phagocytosis and cell motility protein ELMO1-related]"
"265029_at";20129;NA;NA;NA;2.4114;0.0931;"0,0002";3.7157;0.0339;"0";NA;NA;NA;"AT1G24625";"ZFP7 (ZINC FINGER PROTEIN 7); nucleic acid binding / transcription factor/ zinc ion binding"
"265030_at";20130;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5467;"0.0127";"0,0004";"AT1G61610";"S-locus lectin protein kinase family protein"
"265038_at";20138;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5713;"0.0286";"0.0011";"AT1G03920";"protein kinase, putative"
"265039_at";20139;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3589;"0.0695";"0.0021";"AT1G04000";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G44060.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO40594.1); contains InterPro domain Ankyrin (InterPro:IPR002110)"
"265040_at";20140;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5819;"0.01";"0,0001";"AT1G03970";"GBF4 (G-box binding factor 4); transcription factor"
"265044_at";20144;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4167;"0.073";"0.0023";"AT1G03950";"VPS2.3"
"265047_at";20147;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3576;"0,0008";"0";"AT1G51960";"IQD27 (IQ-domain 27); calmodulin binding"
"265048_at";20148;0.5016;"0.0928";"0,0008";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G52050";"jacalin lectin family protein"
"265053_at";20153;2.5181;"0.0482";"0,0002";NA;NA;NA;NA;NA;NA;0.6714;"0.0415";"0.0018";"AT1G52000";"jacalin lectin family protein"
"265057_at";20157;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4252;"0.0461";"0.0011";"AT1G52140";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G16330.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN64915.1)"
"265058_s_at";20158;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6435;"0.0295";"0.0012";"AT1G52030;AT1G52040";"[AT1G52030, MBP2 (MYROSINASE-BINDING PROTEIN 2)];[AT1G52040, MBP1 (MYROSINASE-BINDING PROTEIN 1)]"
"265073_at";20173;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3243;"0.0964";"0.0036";"AT1G55480";"binding / protein binding"
"265088_at";20188;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4113;"0.0572";"0.0015";"AT1G03750";"CHR9/SNF2/SWI2 (chromatin remodeling 9); helicase"
"265111_at";20211;0.4718;"0.0807";"0,0005";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G62510";"protease inhibitor/seed storage/lipid transfer protein (LTP) family protein"
"265118_at";20218;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6839;"0.004";"0";"AT1G62660";"beta-fructosidase (BFRUCT3) / beta-fructofuranosidase / invertase, vacuolar"
"265132_at";20232;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6494;"0.0468";"0.0021";"AT1G23830";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G23840.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO14801.1)"
"265136_at";20236;0.4654;"0.0854";"0,0006";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G51270";"structural molecule"
"265158_at";20258;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6126;"0.0264";"0.001";"AT1G31040";"zinc ion binding"
"265160_at";20260;0.4837;"0.0855";"0,0006";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT1G31050";"transcription factor"
"265170_at";20270;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5483;"0.0108";"0,0003";"AT1G23730";"carbonic anhydrase, putative / carbonate dehydratase, putative"
"265179_at";20279;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6601;"0.0545";"0.0026";"AT1G23650";"unknown protein"
"265183_at";20283;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3472;"0.0892";"0.0032";"AT1G23750";"DNA-binding protein-related"
"265194_at";20294;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6191;"0.0249";"0,0009";"AT1G05010";"EFE (ETHYLENE FORMING ENZYME)"
"265208_at";20308;NA;NA;NA;NA;NA;NA;0.209;0.0383;"0,0001";NA;NA;NA;"AT2G36690";"oxidoreductase, 2OG-Fe(II) oxygenase family protein"
"265209_at";20309;NA;NA;NA;NA;NA;NA;NA;NA;NA;3.3437;"0";"0";"no_match";"no_match"
"265214_at";20314;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5712;"0.018";"0,0006";"AT1G05000";"tyrosine specific protein phosphatase family protein"
"265221_s_at";20321;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5163;"0.0083";"0,0002";"AT2G02000;AT2G02010";"[AT2G02000, GAD3 (GLUTAMATE DECARBOXYLASE 3); calmodulin binding];[AT2G02010, GAD4 (GLUTAMATE DECARBOXYLASE 4); calmodulin binding]"
"265246_at";20346;0.3913;"0.0452";"0,0001";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G43050";"ATPMEPCRD; pectinesterase"
"265248_at";20348;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6738;"0.0777";"0.0041";"AT2G43010";"PIF4 (PHYTOCHROME INTERACTING FACTOR 4); DNA binding / transcription factor"
"265249_at";20349;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6534;"0.0349";"0.0015";"AT2G01940";"ATIDD15/SGR5 (ARABIDOPSIS THALIANA INDETERMINATE(ID)-DOMAIN 15, SHOOT GRAVITROPISM 5); nucleic acid binding / transcription factor/ zinc ion binding"
"265250_at";20350;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5534;"0.0116";"0,0003";"AT2G01950";"BRL2 (BRI1-LIKE 2); ATP binding / protein serine/threonine kinase"
"265265_at";20365;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6081;"0.0086";"0,0001";"AT2G42900";"similar to unnamed protein product [Vitis vinifera] (GB:CAO70018.1); contains InterPro domain Plant Basic Secretory Protein (InterPro:IPR007541)"
"265277_at";20377;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4471;"0.0036";"0,0001";"AT2G28410";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G60650.1)"
"265281_at";20381;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3327;"0.0808";"0.0027";"AT2G28370";"Identical to UPF0497 membrane protein At2g28370 [Arabidopsis Thaliana] (GB:Q9SKN3); similar to integral membrane protein, putative [Arabidopsis thaliana] (TAIR:AT2G37200.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO21850.1); contains InterPro domain Protein of unknown function DUF588 (InterPro:IPR006702)"
"265345_at";20445;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3239;"0,0004";"0";"AT2G22680";"zinc finger (C3HC4-type RING finger) family protein"
"265350_at";20450;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.3539;"0,0007";"0";"AT2G22620";"lyase"
"265356_at";20456;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3286;"0.0925";"0.0034";"AT2G16595";"similar to translocon-associated protein alpha (TRAP alpha) family protein [Arabidopsis thaliana] (TAIR:AT2G21160.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN77171.1); contains domain PTHR12924 (PTHR12924)"
"265357_at";20457;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6389;"0.0291";"0.0011";"AT2G16740";"UBC29 (UBIQUITIN-CONJUGATING ENZYME 29); ubiquitin-protein ligase"
"265359_at";20459;0.4112;"0.0547";"0,0002";NA;NA;NA;NA;NA;NA;0.3987;"0.002";"0";"AT2G16720";"MYB7 (myb domain protein 7); DNA binding / transcription factor"
"265378_at";20478;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6004;"0.0193";"0,0007";"AT2G18380";"transcription factor"
"265387_at";20487;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4251;"0.0414";"0,0009";"AT2G20670";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G32480.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO69754.1); contains InterPro domain Protein of unknown function DUF506, plant (InterPro:IPR006502)"
"265414_at";20514;0.3556;"0.0317";"0,0001";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G16660";"nodulin family protein"
"265419_at";20519;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4703;"0.0265";"0,0005";"AT2G20840";"secretory carrier membrane protein (SCAMP) family protein"
"265420_s_at";20520;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5045;"0.0089";"0,0002";"AT1G31880;AT2G21030";"[AT1G31880, BRX/NIP3;1/NLM9 (BREVIS RADIX); identical protein binding / water channel];[AT2G21030, similar to BRX/NIP3,1/NLM9 (BREVIS RADIX), identical protein binding / water channel [Arabidopsis thaliana] (TAIR:AT1G31880.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO67126.1); contains InterPro domain Disease resistance/zinc finger/chromosome condensation-like region (InterPro:IPR013591)]"
"265432_at";20532;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4111;"0.0648";"0.0019";"AT2G20650";"zinc finger (C3HC4-type RING finger) family protein"
"265448_at";20548;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6377;"0.0292";"0.0011";"AT2G46590";"DAG2 (DOF AFFECTING GERMINATION 2); DNA binding / transcription factor"
"265451_at";20551;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3635;"0.0775";"0.0025";"AT2G46490";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G35110.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN80242.1)"
"265454_at";20554;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4745;"0.0052";"0,0001";"AT2G46530";"ARF11 (AUXIN RESPONSE FACTOR 11); transcription factor"
"265460_at";20560;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6557;"0.0344";"0.0014";"AT2G46600";"calcium-binding protein, putative"
"265482_at";20582;NA;NA;NA;0.2483;0.035;"0";NA;NA;NA;NA;NA;NA;"AT2G15780";"glycine-rich protein"
"265486_at";20586;NA;NA;NA;NA;NA;NA;NA;NA;NA;2.7043;"0,0001";"0";"no_match";"no_match"
"265495_at";20595;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5736;"0.0102";"0,0001";"AT2G15695";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G44250.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO47790.1); contains InterPro domain Protein of unknown function DUF829, eukaryotic (InterPro:IPR008547)"
"265499_at";20599;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6203;"0.0239";"0,0009";"AT2G15480";"UGT73B5 (UDP-GLUCOSYL TRANSFERASE 73B5); UDP-glycosyltransferase/ transferase, transferring glycosyl groups"
"265501_at";20601;2.1408;"0.0715";"0,0004";NA;NA;NA;NA;NA;NA;0.4141;"0.0026";"0";"AT2G15490";"UGT73B4; UDP-glycosyltransferase/ transferase, transferring glycosyl groups"
"265511_at";20611;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8756;"0.0013";"0";"AT2G05540";"glycine-rich protein"
"265536_at";20636;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.8547;"0.0014";"0";"AT2G15880";"leucine-rich repeat family protein / extensin family protein"
"265539_at";20639;0.3035;"0.0154";"0";NA;NA;NA;0.2111;0.04;"0,0001";NA;NA;NA;"AT2G15830";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT4G33960.1)"
"265545_at";20645;0.4033;"0.0537";"0,0002";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G28250";"protein kinase family protein. Binds AtRop4."
"265546_at";20646;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3817;"0.0761";"0.0025";"AT2G28240";"hydroxyproline-rich glycoprotein family protein"
"265547_at";20647;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.602;"0.0191";"0,0006";"AT2G28305";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G37210.1); similar to unnamed protein product [Vitis vinifera] (GB:CAO21862.1); contains InterPro domain Conserved hypothetical protein CHP00730 (InterPro:IPR005269)"
"265569_at";20669;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3254;"0.0969";"0.0036";"AT2G05620";"PGR5 (PROTON GRADIENT REGULATION 5)"
"265573_at";20673;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5695;"0.0151";"0,0005";"AT2G28200";"nucleic acid binding / transcription factor/ zinc ion binding"
"265577_at";20677;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4637;"0.0044";"0,0001";"AT2G20100";"ethylene-responsive family protein"
"265615_at";20715;4.8936;"0.0092";"0";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G25450";"2-oxoglutarate-dependent dioxygenase, putative"
"265629_at";20729;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7201;"0.0729";"0.0038";"AT2G27228;AT2G27230";"[AT2G27228, CPuORF6 (Conserved peptide upstream open reading frame 6)];[AT2G27230, LHW (LONESOME HIGHWAY); protein homodimerization/ transcription activator/ transcription factor]"
"265633_at";20733;NA;NA;NA;3.8294;0.0213;"0";3.4939;0.033;"0";2.5927;"0,0001";"0";"AT2G25490";"EBF1 (EIN3-BINDING F BOX PROTEIN 1); ubiquitin-protein ligase"
"265656_at";20756;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5808;"0.0158";"0,0005";"AT2G13820";"protease inhibitor/seed storage/lipid transfer protein (LTP) family protein"
"265664_at";20764;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.7518;"0.0034";"0";"AT2G24420";"DNA repair ATPase-related"
"265665_at";20765;0.4196;"0.0529";"0,0002";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G27420";"cysteine proteinase, putative"
"265670_s_at";20770;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6177;"0.0323";"0.0013";"AT2G32190;AT2G32210";"[AT2G32190, similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G32210.1); similar to unknown [Populus trichocarpa] (GB:ABK92801.1); contains domain PD188784 (PD188784)];[AT2G32210, similar to unknown protein [Arabidopsis thaliana] (TAIR:AT2G32190.1); similar to unknown [Populus trichocarpa] (GB:ABK92801.1); contains domain PD188784 (PD188784)]"
"265672_at";20772;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5937;"0.0273";"0.001";"AT2G31980";"cysteine proteinase inhibitor-related"
"265679_at";20779;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5495;"0.011";"0,0003";"AT2G32240";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G05320.1); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G05320.3); similar to unknown protein [Arabidopsis thaliana] (TAIR:AT1G05320.2); similar to unnamed protein product [Vitis vinifera] (GB:CAO63724.1); contains domain PD023692 (PD023692); contains domain PTHR23160 (PTHR23160)"
"265695_at";20795;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3792;"0.0607";"0.0017";"AT2G24490";"ATRPA2/ROR1/RPA2 (REPLICON PROTEIN A); protein binding"
"265718_at";20818;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.502;"0.0211";"0,0003";"AT2G03340";"WRKY3 (WRKY DNA-binding protein 3); transcription factor"
"265724_at";20824;2.0733;"0.0806";"0,0005";2.897;0.047;"0,0001";NA;NA;NA;1.5788;"0.016";"0,0002";"AT2G32100";"ATOFP16/OFP16 (Arabidopsis thaliana ovate family protein 16)"
"265726_at";20826;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7289;"0.0899";"0.0049";"AT2G32010";"endonuclease/exonuclease/phosphatase family protein"
"265727_at";20827;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6064;"0.0139";"0,0002";"AT2G32000";"DNA topoisomerase family protein"
"265740_at";20840;NA;NA;NA;0.3322;0.0895;"0,0001";NA;NA;NA;NA;NA;NA;"AT2G01150";"RHA2B (RING-H2 FINGER PROTEIN 2B); protein binding / zinc ion binding"
"265769_at";20869;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.609;"0.0247";"0,0009";"AT2G48090";"unknown protein"
"265790_at";20890;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.5665;"0.0201";"0,0003";"AT2G01170";"amino acid permease family protein"
"265813_at";20913;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4455;"0.0039";"0,0001";"AT2G18060";"VND1 (VASCULAR RELATED NAC-DOMAIN PROTEIN 1); transcription factor"
"265823_at";20923;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6669;"0.0403";"0.0018";"AT2G35760";"integral membrane family protein"
"265843_at";20943;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6413;"0.009";"0,0001";"AT2G35690";"ACX5 (ACYL-COA OXIDASE 5); acyl-CoA oxidase"
"265854_at";20954;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.4923;"0.0368";"0,0008";"AT2G42370";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT3G58110.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN63361.1)"
"265872_at";20972;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5612;"0.0131";"0,0004";"AT2G01670";"ATNUDT17 (Arabidopsis thaliana Nudix hydrolase homolog 17); hydrolase"
"265884_at";20984;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.7102;"0.0695";"0.0035";"AT2G42320";"nucleolar protein gar2-related"
"265892_at";20992;0.4628;"0.077";"0,0004";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G15020";"similar to unknown protein [Arabidopsis thaliana] (TAIR:AT5G64190.1); similar to hypothetical protein [Vitis vinifera] (GB:CAN67723.1)"
"265912_at";21012;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.3892;"0.076";"0.0025";"AT2G25570";"binding"
"265920_s_at";21020;3.1584;"0.0323";"0,0001";NA;NA;NA;NA;NA;NA;NA;NA;NA;"AT2G15120;AT2G15220";"[AT2G15120, pseudogene, disease-resistance family protein / fatty acid elongase-related, similar to fatty acid elongase 1 (FAE1) (Arabidopsis thaliana) GI:881615; similar to NtPRp27 (GI:5360263) (Nicotiana tabacum)similar to R 14 protein (GI:27764542) (Glycine max); contains Pfam profile PF04450: Plant Basic Secretory Protein; blastp match of 71% identity and 6.0e-20 P-value to GP|18674893|emb|CAD23312.1||AX358183 unnamed protein product {synthetic construct}];[AT2G15220, secretory protein, putative]"
"265929_s_at";21029;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.6854;"0.0487";"0.0022";"AT2G18560;AT2G18570";"[AT2G18560, UDP-glucoronosyl/UDP-glucosyl transferase family protein];[AT2G18570, UDP-glucoronosyl/UDP-glucosyl transferase family protein]"
"265935_at";21035;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.586;"0.0257";"0.001";"AT2G19580";"TET2 (TETRASPANIN2)"
"265938_at";21038;NA;NA;NA;NA;NA;NA;NA;NA;NA;1.6032;"0.008";"0,0001";"AT2G19620";"Ndr family protein"
"265943_at";21043;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.605;"0.0214";"0,0007";"AT2G19570";"CDA1 (CYTIDINE DEAMINASE 1)"
"265948_at";21048;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.4256;"0.0036";"0,0001";"AT2G19590";"ACO1 (ACC OXIDASE 1); 1-aminocyclopropane-1-carboxylate oxidase"
"265955_at";21055;NA;NA;NA;NA;NA;NA;NA;NA;NA;0.5843;"0.0165";"0,0005";"AT2G37280";"ATPDR5/PDR5 (PLEIOTROPIC DRUG RESISTANCE 5); ATPase, coupled to transmembrane movement of substances"
